Document name,Created by,Created,Modified by,Modified,Coded Segments,Words,Characters,participant_ID,full_clip_name,excerpt_label_final,genre_code,familiarity_specific_level,age_group,country_code,thought_or_not_response.keys,rating_Q1_music_related.response,rating_Q2_spontaneous.response,invalid,rating_Q3_reality.response,general_rating_Q1_familiarity.response,[Natural World],general_rating_Q2_enjoy.response,demographics.headphones,Creatures,demographics.age,demographics.livingCountry,Terrains,demographics.birthCountry,demographics.nativeLanguage,Sky and Space,demographics.otherLanguage,demographics.otherLanguageText,Vegetation,demographics.gender,demographics.hearingImpariments,Water Features,demographics.hearingImpairmentsText,demographics.education,Weather,demographics.musicianIdentification,Fictional and Spiritual Settings,Scene Qualities,Societal Places,Spatial Orientation,Named Regional Places,[Characters],NARRATIONAL,[Character Descriptors],[Settings],[Outfit Details],Accessories,Hair,Outfit Descriptors,Identity,Professions and Pursuits,Music-related Professions and Pursuits,Relations,Archetypes,Social Collectives,Traits,[Named Figures],Creators,Fictional Characters,Historical and Mythical Figures,Performers and Entertainers,[Social Presence],Solitude,Dyads,Groups,Body Parts,[Objects & Things],Consumables,Everyday Objects,Transport,Commerce and Organisations,Materials and Surfaces,Object Qualities,[Actions],[Agentic Actions],Directed Movement,Daily life,Music-linked Movement,Sports,Creating and Performing,Relational and Social,Consuming,Conflict and Wrongdoing,[Processes and States],Perceptual acts,Non-directional Motions,Rest and Leisure,Transforming and Learning,Waiting and Anticipating,[Action Modifiers],Speed,Characterisation,REFERENTIAL,[Music & Sounds],"Instruments, Ensembles, and Imitations",Music Use and Function,Sound Qualities,"Music Genre, Cultural, and Stylistic Labels",Technical and Structural Music Elements,Playback and Listening Devices,Named Artists and Musicians,Named Songs and Lyrics,Sounds and Sound Effects,"[Media, Art, & Technology]",Media Formats,Media Genres and Styles,Media Packaging Structures,Media Techniques and Effects,Music and Sound in Media,Media Companies and Devices,Digital Platforms and Applications,Named Media References,[Chronology & Events],Events and Occasions,Historical Events and Periods,Narrative Progression,Passage and Repetition of Time,Seasons and Time,EXPERIENTIAL,[Symbolic & Sensory Representations],[Sensory Details],[Visual Details],Colour,Illumination,Text,Vantage Point,"Oddities, Effects, Shapes, Patterns",Smell,Bodily Sensation,Conceptual and Metaphorical References,[Subjective & Personal Experience],Emotions and Affective States,Opinions and Preferences,Personal Significance,Personal Time-linked Connections
25 (5),hazelaileenvanderwalle,10/12/2025 12:05:11,hazelaileenvanderwalle,08/05/2026 13:22:56,9,32,175,25,Pop_H_08_new-clip_Pop_LOW_ghost.mp3,Pop_H_08,Pop,H,18to30,UK,0,5,5,0,4,1,0,5,1,0,26,United Kingdom,0,United Kingdom,English,0,,NA,0,Female,0,0,NA,5,0,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
94 (5),hazelaileenvanderwalle,10/12/2025 12:05:12,hazelaileenvanderwalle,08/05/2026 12:13:33,4,9,59,94,Amb_L_07_new-clip_Ambient_HIGH_Dont_Bother_Theyre_Here.mp3,Amb_L_07,Amb,L,18to30,UK,0,5,4,0,2,1,0,4,1,0,20,United Kingdom,1,United Kingdom,English,0,,NA,1,Male,0,1,NA,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215 (3),hazelaileenvanderwalle,10/12/2025 12:05:14,hazelaileenvanderwalle,08/05/2026 13:34:37,6,31,165,215,Cla_L_12_new-clip_Classical_LOW_LArbre_des_songes_-_Concerto_fo,Cla_L_12,Cla,L,18to30,UK,0,3,3,0,2,1,0,2,1,0,24,United Kingdom,0,United Kingdom,English,0,,NA,0,Female,0,0,NA,4,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
44,hazelaileenvanderwalle,10/12/2025 12:05:16,hazelaileenvanderwalle,08/05/2026 13:30:34,11,34,204,44,"Cla_L_07_new-clip_Classical_LOW_Sonata_No._2_for_Violin,_Piano_",Cla_L_07,Cla,L,18to30,UK,0,5,2,0,4,1,0,5,1,0,26,United Kingdom,0,United Kingdom,English,0,,NA,0,Female,0,0,NA,7,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
44 (1),hazelaileenvanderwalle,10/12/2025 12:05:16,hazelaileenvanderwalle,08/05/2026 13:30:35,4,18,82,44,Ele_L_07_new-clip_Electronic_LOW_Memoria.mp3,Ele_L_07,Ele,L,18to30,UK,0,5,4,0,3,1,0,4,1,0,26,United Kingdom,1,United Kingdom,English,0,,NA,0,Female,0,1,NA,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15 (6),hazelaileenvanderwalle,10/12/2025 12:05:18,hazelaileenvanderwalle,08/05/2026 12:49:31,6,11,67,15,"Cla_H_05_new-clip_Classical_HIGH_Wiegenlied,_Op._49,_No._4_-Arr",Cla_H_05,Cla,H,18to30,UK,0,4,3,0,3,3,0,3,1,0,29,United Kingdom,0,United Kingdom,English,0,,NA,0,Female,0,0,NA,5,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68 (7),hazelaileenvanderwalle,10/12/2025 12:05:18,hazelaileenvanderwalle,08/05/2026 13:13:49,11,37,174,68,60s_L_10_new-clip_60s_HIGH_Its_Only_Make_Believe_-_Mono.mp3,60s_L_10,60s,L,18to30,UK,0,4,4,0,2,2,0,3,1,0,23,United Kingdom,1,Nigeria,English,1,,NA,0,Male,0,0,NA,7,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1127 (5),hazelaileenvanderwalle,10/12/2025 12:05:22,hazelaileenvanderwalle,08/05/2026 12:53:26,2,18,102,1127,Ele_H_01_new-clip_Electronic_LOW_Simplicity.mp3,Ele_H_01,Ele,H,18to30,US,0,2,3,0,3,4,0,3,1,0,27,United States,0,United States,English,0,,NA,0,Male,0,0,NA,5,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100 (1),hazelaileenvanderwalle,10/12/2025 12:05:29,hazelaileenvanderwalle,08/05/2026 12:41:40,3,9,50,100,Cla_L_08_new-clip_Classical_MED_The_Gardens_Light.mp3,Cla_L_08,Cla,L,18to30,UK,0,5,3,0,2,3,0,5,1,0,20,United Kingdom,0,United Kingdom,English,0,,NA,0,Male,0,1,NA,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49 (3),hazelaileenvanderwalle,10/12/2025 12:05:30,hazelaileenvanderwalle,08/05/2026 13:22:56,7,11,80,49,Amb_H_01_new-clip_Ambient_HIGH_A_Walk.mp3,Amb_H_01,Amb,H,18to30,UK,0,4,5,0,3,1,0,4,1,0,27,United Kingdom,1,United Kingdom,english,0,,NA,0,Male,0,0,NA,5,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
203 (1),hazelaileenvanderwalle,10/12/2025 12:05:30,hazelaileenvanderwalle,08/05/2026 13:20:34,8,25,136,203,Pop_H_08_new-clip_Pop_LOW_ghost.mp3,Pop_H_08,Pop,H,18to30,UK,0,4,4,0,2,1,0,5,1,0,25,United Kingdom,0,United Kingdom,English,0,,NA,0,Male,0,0,NA,5,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
388 (7),hazelaileenvanderwalle,10/12/2025 12:05:31,hazelaileenvanderwalle,08/05/2026 13:09:03,6,20,121,388,Ele_H_04_new-clip_Electronic_HIGH_Outside_-feat._Ellie_Goulding,Ele_H_04,Ele,H,18to30,UK,0,5,5,0,1,5,0,5,1,0,18,United Kingdom,0,United Kingdom,English,0,,NA,0,Male,0,0,NA,5,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32 (8),hazelaileenvanderwalle,10/12/2025 12:05:33,hazelaileenvanderwalle,08/05/2026 13:13:47,8,28,167,32,60s_H_05_new-clip_60s_MED_Blue_Eyes_Crying_In_the_Rain.mp3,60s_H_05,60s,H,18to30,UK,0,5,5,0,5,3,0,2,1,0,27,United Kingdom,0,United Kingdom,English,0,,NA,0,Female,0,0,NA,3,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53 (8),hazelaileenvanderwalle,10/12/2025 12:05:35,hazelaileenvanderwalle,08/05/2026 13:06:49,8,41,216,53,Cla_L_08_new-clip_Classical_MED_The_Gardens_Light.mp3,Cla_L_08,Cla,L,18to30,UK,0,4,5,0,2,2,0,3,1,1,23,United Kingdom,0,United Kingdom,English,0,,NA,0,Female,0,1,NA,3,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53 (9),hazelaileenvanderwalle,10/12/2025 12:05:35,hazelaileenvanderwalle,08/05/2026 13:24:11,10,43,262,53,60s_L_08_new-clip_60s_LOW_This_Time_the_Dreams_on_Me.mp3,60s_L_08,60s,L,18to30,UK,0,4,4,0,3,2,0,3,1,0,23,United Kingdom,0,United Kingdom,English,0,,NA,0,Female,0,0,NA,3,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
189 (4),hazelaileenvanderwalle,10/12/2025 12:05:38,hazelaileenvanderwalle,08/05/2026 13:19:21,8,32,164,189,Amb_H_02_new-clip_Ambient_LOW_Value_Kit.mp3,Amb_H_02,Amb,H,18to30,UK,0,5,4,0,4,1,0,2,1,0,30,United Kingdom,1,United Kingdom,English,1,,NA,0,Male,0,1,NA,6,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
217 (4),hazelaileenvanderwalle,10/12/2025 12:05:39,hazelaileenvanderwalle,08/05/2026 13:13:43,5,19,94,217,Ele_L_12_new-clip_Electronic_MED_Looped.mp3,Ele_L_12,Ele,L,18to30,UK,0,5,5,0,4,1,0,2,1,0,27,United Kingdom,0,United Kingdom,English,0,,NA,0,Male,0,0,NA,2,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
964 (5),hazelaileenvanderwalle,10/12/2025 12:05:40,hazelaileenvanderwalle,08/05/2026 13:19:24,7,27,137,964,Pop_L_02_new-clip_Pop_MED_weekends.mp3,Pop_L_02,Pop,L,18to30,US,0,5,4,0,4,1,0,2,1,0,26,United States,0,United States,English,0,,NA,0,Female,0,1,NA,5,0,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
964 (8),hazelaileenvanderwalle,10/12/2025 12:05:40,hazelaileenvanderwalle,08/05/2026 13:24:11,10,45,251,964,Fun_L_02_new-clip_Funk_LOW_Shes_Gotta_Be.mp3,Fun_L_02,Fun,L,18to30,US,0,5,5,0,3,1,0,3,1,0,26,United States,0,United States,English,0,,NA,0,Female,0,0,NA,5,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
65 (6),hazelaileenvanderwalle,10/12/2025 12:05:40,hazelaileenvanderwalle,08/05/2026 13:12:37,4,10,49,65,Met_H_07_new-clip_Metal_HIGH_What_Ive_Done.mp3,Met_H_07,Met,H,18to30,UK,0,5,4,0,3,1,0,3,1,0,21,United Kingdom,0,United Kingdom,punjabi,0,,english,0,Female,0,0,NA,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121 (3),hazelaileenvanderwalle,10/12/2025 12:05:46,hazelaileenvanderwalle,08/05/2026 12:29:10,5,24,120,121,60s_L_07_new-clip_60s_MED_Im_Waiting_For_The_Man.mp3,60s_L_07,60s,L,18to30,UK,0,5,2,0,4,2,0,4,1,0,25,United Kingdom,1,United Kingdom,English,0,,NA,0,Male,0,0,NA,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121 (9),hazelaileenvanderwalle,10/12/2025 12:05:46,hazelaileenvanderwalle,08/05/2026 12:57:20,6,36,186,121,Ele_L_07_new-clip_Electronic_LOW_Memoria.mp3,Ele_L_07,Ele,L,18to30,UK,0,5,5,0,4,1,0,5,1,1,25,United Kingdom,1,United Kingdom,English,0,,NA,1,Male,0,0,NA,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18 (2),hazelaileenvanderwalle,10/12/2025 12:05:48,hazelaileenvanderwalle,08/05/2026 13:09:04,3,7,42,18,Ele_H_05_new-clip_Electronic_HIGH_Electric_Feel.mp3,Ele_H_05,Ele,H,18to30,UK,0,3,2,0,2,5,0,3,1,0,26,United Kingdom,0,United Kingdom,English,0,,NA,0,Female,0,0,NA,7,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18 (3),hazelaileenvanderwalle,10/12/2025 12:05:48,hazelaileenvanderwalle,08/05/2026 13:30:35,6,15,75,18,Amb_H_05_new-clip_Ambient_HIGH_snowfall.mp3,Amb_H_05,Amb,H,18to30,UK,0,4,4,0,3,4,0,4,1,0,26,United Kingdom,1,United Kingdom,English,1,,NA,0,Female,0,0,NA,7,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
150,hazelaileenvanderwalle,10/12/2025 12:05:50,hazelaileenvanderwalle,08/05/2026 13:22:56,4,30,156,150,Amb_H_05_new-clip_Ambient_HIGH_snowfall.mp3,Amb_H_05,Amb,H,18to30,UK,0,5,4,0,5,4,0,5,1,0,25,United Kingdom,0,United Kingdom,English,1,,NA,0,Male,0,0,NA,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
150 (7),hazelaileenvanderwalle,10/12/2025 12:05:50,hazelaileenvanderwalle,08/05/2026 12:33:34,4,31,142,150,"Jaz_L_05_new-clip_Jazz_LOW_Thinking_of_You,_Mjq.mp3",Jaz_L_05,Jaz,L,18to30,UK,0,3,4,0,1,3,0,2,1,0,25,United Kingdom,0,United Kingdom,English,1,,NA,0,Male,0,0,NA,3,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20 (3),hazelaileenvanderwalle,10/12/2025 12:05:53,hazelaileenvanderwalle,08/05/2026 12:33:32,6,23,109,20,60s_L_07_new-clip_60s_MED_Im_Waiting_For_The_Man.mp3,60s_L_07,60s,L,18to30,UK,0,3,3,0,3,2,0,2,1,0,24,United Kingdom,0,Bulgaria,Bulgarian,0,,English,0,Female,0,0,NA,5,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210 (5),hazelaileenvanderwalle,10/12/2025 12:05:56,hazelaileenvanderwalle,08/05/2026 13:11:28,8,17,95,210,60s_L_11_new-clip_60s_MED_Through_with_You.mp3,60s_L_11,60s,L,18to30,UK,0,5,5,0,3,1,0,4,1,1,30,United Kingdom,0,Portugal,English,0,,NA,0,Male,0,0,NA,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1069 (8),hazelaileenvanderwalle,10/12/2025 12:06:00,hazelaileenvanderwalle,08/05/2026 13:19:24,7,20,107,1069,Met_H_07_new-clip_Metal_HIGH_What_Ive_Done.mp3,Met_H_07,Met,H,18to30,US,0,5,5,0,5,2,0,3,1,0,23,United States,0,United States,English,0,,NA,0,Male,0,0,NA,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
167 (3),hazelaileenvanderwalle,10/12/2025 12:06:03,hazelaileenvanderwalle,08/05/2026 13:11:28,9,15,79,167,Ele_H_06_new-clip_Electronic_HIGH_The_Other_Side_Of_Paradise.mp,Ele_H_06,Ele,H,18to30,UK,0,5,5,0,4,3,0,3,1,0,22,United Kingdom,0,United Kingdom,Twi,0,,english,0,Female,0,0,NA,5,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
931 (8),hazelaileenvanderwalle,10/12/2025 12:06:07,hazelaileenvanderwalle,08/05/2026 13:22:57,10,32,162,931,80s_H_04_new-clip_80s_HIGH_Sometimes.mp3,80s_H_04,80s,H,18to30,US,0,5,3,0,2,1,0,2,1,0,23,United States,0,China,English,0,,NA,0,Female,0,0,NA,5,0,2,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1088,hazelaileenvanderwalle,10/12/2025 12:06:08,hazelaileenvanderwalle,08/05/2026 13:11:29,7,24,119,1088,Fil_H_11_new-clip_Film_HIGH_The_Avengers_-_From__The_Avengers__,Fil_H_11,Fil,H,18to30,US,0,5,4,0,1,2,0,2,1,0,26,United States,0,United States,english,0,,NA,0,Female,0,1,NA,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137 (5),hazelaileenvanderwalle,10/12/2025 12:06:15,hazelaileenvanderwalle,08/05/2026 12:22:32,3,12,67,137,"Cla_L_07_new-clip_Classical_LOW_Sonata_No._2_for_Violin,_Piano_",Cla_L_07,Cla,L,18to30,UK,0,4,4,0,2,1,0,4,1,0,27,United Kingdom,0,United Kingdom,English,0,,NA,0,Male,0,1,NA,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
